764  [main] INFO  com.example.demo.DemoApplication - Starting DemoApplication using Java 1.8.0_282 on LAPTOP-L3DVDV5C with PID 19396 (C:\Users\Ekaterina\Documents\java2\practic23\target\classes started by Ekaterina in C:\Users\Ekaterina\Documents\java2\practic23)
767  [main] DEBUG com.example.demo.DemoApplication - Running with Spring Boot v2.4.4, Spring v5.3.5
768  [main] INFO  com.example.demo.DemoApplication - No active profile set, falling back to default profiles: default
2043 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2046 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2046 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.44]
2123 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2191 [main] DEBUG com.zaxxer.hikari.HikariConfig - Driver class org.postgresql.Driver found in Thread context class loader sun.misc.Launcher$AppClassLoader@18b4aac2
2259 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2295 [main] DEBUG o.h.jpa.internal.util.LogHelper - PersistenceUnitInfo [
	name: default
	persistence provider classname: null
	classloader: sun.misc.Launcher$AppClassLoader@18b4aac2
	excludeUnlistedClasses: true
	JTA datasource: null
	Non JTA datasource: HikariDataSource (null)
	Transaction type: RESOURCE_LOCAL
	PU root URL: file:/C:/Users/Ekaterina/Documents/java2/practic23/target/classes/
	Shared Cache Mode: UNSPECIFIED
	Validation Mode: AUTO
	Jar files URLs []
	Managed classes names [
		com.example.demo.Address
		com.example.demo.model.Building
		com.example.demo.model.User]
	Mapping files names []
	Properties []
2305 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2306 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2308 [main] DEBUG o.h.i.i.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2338 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.29.Final
2611 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
2612 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
2612 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
2612 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
2612 [main] DEBUG o.h.i.f.i.DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
2619 [main] DEBUG com.zaxxer.hikari.HikariConfig - HikariPool-1 - configuration:
2620 [main] DEBUG com.zaxxer.hikari.HikariConfig - allowPoolSuspension.............false
2620 [main] DEBUG com.zaxxer.hikari.HikariConfig - autoCommit......................true
2620 [main] DEBUG com.zaxxer.hikari.HikariConfig - catalog.........................none
2620 [main] DEBUG com.zaxxer.hikari.HikariConfig - connectionInitSql...............none
2620 [main] DEBUG com.zaxxer.hikari.HikariConfig - connectionTestQuery.............none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - connectionTimeout...............30000
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - dataSource......................none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - dataSourceClassName.............none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - dataSourceJNDI..................none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - dataSourceProperties............{password=<masked>}
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - driverClassName................."org.postgresql.Driver"
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - exceptionOverrideClassName......none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - healthCheckProperties...........{}
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - healthCheckRegistry.............none
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - idleTimeout.....................600000
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - initializationFailTimeout.......1
2621 [main] DEBUG com.zaxxer.hikari.HikariConfig - isolateInternalQueries..........false
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - jdbcUrl.........................jdbc:postgresql://localhost:5432/postgres?stringtype=unspecified
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - leakDetectionThreshold..........0
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - maxLifetime.....................1800000
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - maximumPoolSize.................10
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - metricRegistry..................none
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - metricsTrackerFactory...........none
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - minimumIdle.....................10
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - password........................<masked>
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - poolName........................"HikariPool-1"
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - readOnly........................false
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - registerMbeans..................false
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - scheduledExecutor...............none
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - schema..........................none
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - threadFactory...................internal
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - transactionIsolation............default
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - username........................"postgres"
2622 [main] DEBUG com.zaxxer.hikari.HikariConfig - validationTimeout...............5000
2622 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2834 [main] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@65d8dff8
2835 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2847 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Database ->
       name : PostgreSQL
    version : 13.2
      major : 13
      minor : 2
2847 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - Driver ->
       name : PostgreSQL JDBC Driver
    version : 42.2.19
      major : 42
      minor : 2
2848 [main] DEBUG o.h.e.j.e.i.JdbcEnvironmentInitiator - JDBC version : 4.2
2871 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL10Dialect
2886 [main] DEBUG o.h.e.j.e.s.IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in neither upper, lower nor mixed case
2944 [main] DEBUG o.h.e.j.e.i.LobCreatorBuilderImpl - HHH000421: Disabling contextual LOB creation as hibernate.jdbc.lob.non_contextual_creation is true
2945 [HikariPool-1 housekeeper] DEBUG com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Pool stats (total=1, active=1, idle=0, waiting=0)
2953 [main] DEBUG o.h.boot.model.relational.Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
